"";"formaal";"reisetid";"reisemiddel";"ind";"NR";"dato";"arbeidsplass";"student";"fastoppmoete";"hjemmekontor";"arbeidstid";"yrke";"kjoenn";"alder";"alderskategori";"barn";"voksne";"totmedlem";"husholdning";"Kommunenavn";"fylke";"day";"hverdag";"antall_reiser";"tottid";"tellekategori";"annerledes_janei";"mindrekollektiv";"annettidspunkt";"mer_bil";"mer_sykkelgange";"monthyear";"tidskategori";"ID";"car_driver_boo"
"854";"Business trip / temporary accomodation";120;"Car, driver";"delreise 1.1";11452988;"2020-12-14";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";25;"25 - 34";0;4;4;"Several adults";"STEINKJER";"TROENDELAG";"Mon";"Weekday";1;120;"1-2 trips";"Ja";1;0;1;0;"Dec'20";"1 - 2 hours";11452988;1
"855";"To/from workplace";20;"Car, driver";"delreise 1.1";11464371;"2020-12-15";NA;"Not student";NA;NA;NA;"Go to school";"Male";19;"18 - 24";0;2;2;"Couple w/o children";"MALVIK";"TROENDELAG";"Tue";"Weekday";2;40;"1-2 trips";"Ja";1;0;1;0;"Dec'20";"15 - 30 min";11464371;1
"856";"School/university";20;"By foot";"delreise 1.1";11473347;"2020-12-16";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";5;95;"5-6 trips";"Ja";1;0;0;0;"Dec'20";"15 - 30 min";11473347;0
"857";"Shopping/grocery/service";5;"By foot";"delreise 1.1";11475219;"2020-12-16";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";3;16;"3-4 trips";"Nei";0;0;0;0;"Dec'20";"< 5 min";11475219;0
"858";"To/from workplace";10;"Car, driver";"delreise 1.1";11489336;"2020-12-18";NA;"Student";NA;NA;NA;"Student, higher education";"Male";23;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";4;31;"3-4 trips";"Nei";0;0;0;0;"Dec'20";"5 - 10 min";11489336;1
"859";"Undirected round trips";45;"By foot";"delreise 1.1";11652945;"2021-01-01";"Healthcare";"Not student";NA;NA;"Standard Business Day";"Part-time";"Male";26;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";1;55;"1-2 trips";"Ja";0;0;0;0;"Jan'21";"30 - 60 min";11652945;0
"860";"Freetime activities";25;"Public transportation";"delreise 1.1";11673896;"2020-12-31";NA;"Student";NA;NA;NA;"Student, higher education";"Male";24;"18 - 24";3;4;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";2;49;"1-2 trips";"Ja";0;0;0;0;"Dec'20";"15 - 30 min";11673896;0
"861";"To/from workplace";19;"Public transportation";"delreise 1.1";11678507;"2021-01-04";NA;"Student";NA;NA;NA;"Student, higher education";"Male";20;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";2;38;"1-2 trips";"Ja";1;0;0;0;"Jan'21";"15 - 30 min";11678507;0
"862";"Freetime activities";10;"Car, driver";"delreise 1.1";11815204;"2021-01-10";NA;"Student";NA;NA;NA;"Student, higher education";"Female";27;"25 - 34";3;4;7;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;20;"1-2 trips";"Ja";1;0;1;0;"Jan'21";"5 - 10 min";11815204;1
"863";"Undirected round trips";30;"By foot";"delreise 1.1";11835857;"2021-01-12";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;85;"3-4 trips";"Nei";0;0;0;0;"Jan'21";"15 - 30 min";11835857;0
"864";"School/university";20;"By foot";"delreise 1.1";11879622;"2021-01-16";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";3;40;"3-4 trips";"Nei";0;0;0;0;"Jan'21";"15 - 30 min";11879622;0
"865";"School/university";15;"By foot";"delreise 1.1";11883461;"2021-01-15";NA;"Student";NA;NA;NA;"Student, higher education";"Female";27;"25 - 34";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";2;30;"1-2 trips";"Nei";0;0;0;0;"Jan'21";"10 - 15 min";11883461;0
"866";"Freetime activities";10;"By foot";"delreise 1.1";11888790;"2021-01-17";NA;"Student";NA;NA;NA;"Student, higher education";"Female";25;"25 - 34";0;2;2;"Several adults";"FROGN";"VIKEN";"Sun";"Weekend";2;20;"1-2 trips";"Nei";0;0;0;0;"Jan'21";"5 - 10 min";11888790;0
"867";"Freetime activities";10;"Public transportation";"delreise 1.1";11889913;"2021-01-17";NA;"Student";NA;NA;NA;"Student, higher education";"Female";19;"18 - 24";0;7;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;20;"1-2 trips";"Nei";0;0;0;0;"Jan'21";"5 - 10 min";11889913;0
"868";"Shopping/grocery/service";10;"By foot";"delreise 1.1";11903250;"2021-01-18";NA;"Student";NA;NA;NA;"Student, higher education";"Male";24;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";2;20;"1-2 trips";"Nei";0;0;0;0;"Jan'21";"5 - 10 min";11903250;0
"869";"Shopping/grocery/service";10;"By foot";"delreise 1.1";11914687;"2021-01-19";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";7;130;"7+ trips";"Nei";0;0;0;0;"Jan'21";"5 - 10 min";11914687;0
"870";"School/university";10;"By foot";"delreise 1.1";11915184;"2021-01-19";NA;"Student";NA;NA;NA;"Student, higher education";"Male";21;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;20;"1-2 trips";"Ja";0;0;0;0;"Jan'21";"5 - 10 min";11915184;0
"871";"School/university";35;"By foot";"delreise 1.1";11932325;"2021-01-20";NA;"Student";NA;NA;NA;"Student, higher education";"Female";24;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";2;70;"1-2 trips";"Ja";0;0;0;0;"Jan'21";"30 - 60 min";11932325;0
"872";"School/university";4;"Public transportation";"delreise 1.1";11940777;"2021-01-20";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";2;8;"1-2 trips";"Nei";0;0;0;0;"Jan'21";"< 5 min";11940777;0
"873";"To/from workplace";30;"By foot";"delreise 1.1";11941502;"2021-01-20";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";1;2;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";5;139;"5-6 trips";"Nei";0;0;0;0;"Jan'21";"15 - 30 min";11941502;0
"874";"Freetime activities";25;"By foot";"delreise 1.1";11967823;"2021-01-20";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";4;90;"3-4 trips";"Nei";0;0;0;0;"Jan'21";"15 - 30 min";11967823;0
"875";"Freetime activities";60;"By foot";"delreise 1.1";12023748;"2021-01-23";NA;"Student";NA;NA;NA;"Student, higher education";"Female";26;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";4;170;"3-4 trips";"Ja";1;0;0;0;"Jan'21";"30 - 60 min";12023748;0
"876";"Shopping/grocery/service";30;"Car, driver";"delreise 1.1";12035219;"2021-01-24";NA;"Student";NA;NA;NA;"Student, higher education";"Female";19;"18 - 24";1;4;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;60;"1-2 trips";"Ja";1;0;1;0;"Jan'21";"15 - 30 min";12035219;1
"877";"Freetime activities";20;"By foot";"delreise 1.1";12036704;"2021-01-24";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;5;5;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;27;"1-2 trips";"Ja";1;0;1;0;"Jan'21";"15 - 30 min";12036704;0
"878";"Business trip / temporary accomodation";5;"By foot";"delreise 1.1";12039352;"2021-01-24";NA;"Student";NA;NA;NA;"Student, higher education";"Female";19;"18 - 24";0;5;5;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;10;"1-2 trips";"Ja";0;0;0;0;"Jan'21";"< 5 min";12039352;0
"879";"Undirected round trips";60;"By foot";"delreise 1.1";12039450;"2021-01-24";"Office job, research, administration";"Not student";NA;NA;"Different schedule";"Full-time";"Male";26;"25 - 34";1;2;3;"Several adults";NA;NA;"Sun";"Weekend";1;70;"1-2 trips";"Nei";0;0;0;0;"Jan'21";"30 - 60 min";12039450;0
"880";"To/from workplace";12;"Public transportation";"delreise 1.1";12041362;"2021-01-29";"Do not wish to declare";"Not student";NA;NA;"Different schedule";"Full-time";"Female";26;"25 - 34";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";3;36;"3-4 trips";"Nei";0;0;0;0;"Jan'21";"10 - 15 min";12041362;0
"881";"School/university";32;"By foot";"delreise 1.1";12049910;"2021-01-25";NA;"Student";NA;NA;NA;"Student, higher education";"Female";24;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";3;97;"3-4 trips";"Ja";0;0;0;1;"Jan'21";"30 - 60 min";12049910;0
"882";"Freetime activities";15;"Car, passenger";"delreise 1.1";12067571;"2021-01-26";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";1;15;"1-2 trips";"Ja";0;0;1;0;"Jan'21";"10 - 15 min";12067571;0
"883";"School/university";20;"Public transportation";"delreise 1.1";12102991;"2021-01-26";NA;"Student";NA;NA;NA;"Student, higher education";"Male";23;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";2;40;"1-2 trips";"Nei";0;0;0;0;"Jan'21";"15 - 30 min";12102991;0
"884";"Freetime activities";30;"Public transportation";"delreise 1.1";12109273;"2021-01-28";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";3;105;"3-4 trips";"Ja";1;0;1;0;"Jan'21";"15 - 30 min";12109273;0
"885";"School/university";10;"By foot";"delreise 1.1";12109831;"2021-01-28";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";2;20;"1-2 trips";"Ja";0;0;0;0;"Jan'21";"5 - 10 min";12109831;0
"886";"Shopping/grocery/service";35;"By foot";"delreise 1.1";12122210;"2021-01-30";NA;"Student";NA;NA;NA;"Student, higher education";"Female";30;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";6;111;"5-6 trips";"Ja";1;0;0;1;"Jan'21";"30 - 60 min";12122210;0
"887";"Undirected round trips";60;"By foot";"delreise 1.1";12147017;"2021-01-31";NA;"Student";NA;NA;NA;"Student, higher education";"Male";19;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";1;60;"1-2 trips";"Ja";1;0;0;0;"Jan'21";"30 - 60 min";12147017;0
"888";"School/university";10;"By foot";"delreise 1.1";12162280;"2021-02-01";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";2;20;"1-2 trips";"Ja";0;0;0;0;"Feb'21";"5 - 10 min";12162280;0
"889";"Freetime activities";3;"By foot";"delreise 1.1";12237470;"2021-02-02";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;41;"5-6 trips";"Nei";0;0;0;0;"Feb'21";"< 5 min";12237470;0
"890";"School/university";15;"Public transportation";"delreise 1.1";12239751;"2021-02-02";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";3;4;7;"Several adults";NA;NA;"Thu";"Weekday";3;45;"3-4 trips";"Ja";0;0;0;1;"Feb'21";"10 - 15 min";12239751;0
"891";"Undirected round trips";44;"By foot";"delreise 1.1";12258729;"2021-02-03";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";24;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";1;44;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"30 - 60 min";12258729;0
"892";"Freetime activities";5;"Public transportation";"delreise 1.1";12281811;"2021-02-04";"Office job, research, administration";"Not student";NA;"Work from home";"Flextime";"Part-time";"Female";26;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";2;15;"1-2 trips";"Ja";0;0;0;0;"Feb'21";"< 5 min";12281811;0
"893";"Freetime activities";25;"Public transportation";"delreise 1.1";12305844;"2021-02-07";NA;"Student";NA;NA;NA;"Student, higher education";"Female";24;"18 - 24";0;2;2;"Several adults";"STAVANGER";"ROGALAND";"Sun";"Weekend";2;50;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"15 - 30 min";12305844;0
"894";"Undirected round trips";40;"By foot";"delreise 1.1";12315838;"2021-02-07";NA;"Student";NA;NA;NA;"Student, higher education";"Male";26;"25 - 34";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";1;80;"1-2 trips";"Ja";1;0;0;0;"Feb'21";"30 - 60 min";12315838;0
"895";"School/university";15;"Public transportation";"delreise 1.1";12342961;"2021-02-08";NA;"Student";NA;NA;NA;"Student, higher education";"Male";21;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";5;75;"5-6 trips";"Nei";0;0;0;0;"Feb'21";"10 - 15 min";12342961;0
"896";"Freetime activities";16;"Public transportation";"delreise 1.1";12343542;"2021-02-08";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";1;16;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"15 - 30 min";12343542;0
"897";"Shopping/grocery/service";3;"By foot";"delreise 1.1";12346136;"2021-02-08";NA;"Student";NA;NA;NA;"Student, higher education";"Male";19;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;21;"3-4 trips";"Ja";0;0;0;0;"Feb'21";"< 5 min";12346136;0
"898";"Freetime activities";25;"By foot";"delreise 1.1";12358104;"2021-02-09";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;50;"1-2 trips";"Ja";1;0;0;0;"Feb'21";"15 - 30 min";12358104;0
"899";"School/university";10;"Public transportation";"delreise 1.1";12359294;"2021-02-09";NA;"Student";NA;NA;NA;"Student, higher education";"Female";25;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;20;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"5 - 10 min";12359294;0
"900";"School/university";33;"Public transportation";"delreise 1.1";12359469;"2021-02-09";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;107;"5-6 trips";"Ja";1;0;0;0;"Feb'21";"30 - 60 min";12359469;0
"901";"Shopping/grocery/service";9;"Public transportation";"delreise 1.1";12371513;"2021-02-10";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";4;28;"3-4 trips";"Ja";1;0;0;1;"Feb'21";"5 - 10 min";12371513;0
"902";"To/from workplace";38;"By foot";"delreise 1.1";12375682;"2021-02-10";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";24;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";4;126;"3-4 trips";"Ja";1;0;0;0;"Feb'21";"30 - 60 min";12375682;0
"903";"Freetime activities";2;"Car, passenger";"delreise 1.1";12411664;"2021-02-14";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;4;"1-2 trips";"Ja";0;0;0;0;"Feb'21";"< 5 min";12411664;0
"904";"School/university";10;"Public transportation";"delreise 1.1";12544241;"2021-02-18";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";5;55;"5-6 trips";"Ja";0;0;0;0;"Feb'21";"5 - 10 min";12544241;0
"905";"Shopping/grocery/service";10;"By foot";"delreise 1.1";12580312;"2021-02-21";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;20;"1-2 trips";"Ja";1;0;0;0;"Feb'21";"5 - 10 min";12580312;0
"906";"Shopping/grocery/service";4;"By foot";"delreise 1.1";12601200;"2021-02-22";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;6;6;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;32;"3-4 trips";"Ja";1;0;0;0;"Feb'21";"< 5 min";12601200;0
"907";"School/university";15;"By foot";"delreise 1.1";12603492;"2021-02-22";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";1;15;"1-2 trips";"Ja";1;0;0;0;"Feb'21";"10 - 15 min";12603492;0
"908";"School/university";10;"Public transportation";"delreise 1.1";12632372;"2021-02-23";NA;"Student";NA;NA;NA;"Student, higher education";"Female";25;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;60;"3-4 trips";"Nei";0;0;0;0;"Feb'21";"5 - 10 min";12632372;0
"909";"School/university";5;"By foot";"delreise 1.1";12633437;"2021-02-23";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;42;"5-6 trips";"Nei";0;0;0;0;"Feb'21";"< 5 min";12633437;0
"910";"School/university";17;"Public transportation";"delreise 1.1";12633680;"2021-02-23";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";3;36;"3-4 trips";"Nei";0;0;0;0;"Feb'21";"15 - 30 min";12633680;0
"911";"Undirected round trips";54;"By foot";"delreise 1.1";12643073;"2021-02-23";"Office job, research, administration";"Not student";NA;"Work from home";"Flextime";"Full-time";"Female";24;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";1;54;"1-2 trips";"Ja";0;0;0;0;"Feb'21";"30 - 60 min";12643073;0
"912";"To/from workplace";15;"Car, passenger";"delreise 1.1";12658847;"2021-02-24";NA;"Not student";NA;"Work from home";NA;"Other";"Male";41;"35 - 44";1;2;3;"Couple w/ children 0-17 y/o";"BJOERNAFJORDEN";"VESTLAND";"Wed";"Weekday";3;89;"3-4 trips";"Ja";1;0;1;0;"Feb'21";"10 - 15 min";12658847;0
"913";"Shopping/grocery/service";30;"By foot";"delreise 1.1";12663324;"2021-02-24";"Office job, research, administration";"Not student";NA;"Work from home";"Flextime";"Full-time";"Female";24;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";3;85;"3-4 trips";"Ja";0;0;0;0;"Feb'21";"15 - 30 min";12663324;0
"914";"School/university";15;"By foot";"delreise 1.1";12675500;"2021-02-25";NA;"Student";NA;NA;NA;"Student, higher education";"Male";24;"18 - 24";2;3;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";3;40;"3-4 trips";"Ja";1;0;0;0;"Feb'21";"10 - 15 min";12675500;0
"915";"School/university";15;"Public transportation";"delreise 1.1";12675622;"2021-02-25";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";5;105;"5-6 trips";"Nei";0;0;0;0;"Feb'21";"10 - 15 min";12675622;0
"916";"School/university";360;"By foot";"delreise 1.1";12676659;"2021-02-25";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;3;3;"Several adults";NA;NA;"Thu";"Weekday";2;365;"1-2 trips";"Ja";0;0;0;0;"Feb'21";"> 2 hours";12676659;0
"917";"To/from workplace";15;"Car, driver";"delreise 1.1";12688647;"2021-02-26";"Healthcare";"Not student";NA;NA;"Shift work, rotating shifts";"Full-time";"Female";20;"18 - 24";3;5;8;"Couple w/ children 0-17 y/o";"MALVIK";"TROENDELAG";"Fri";"Weekday";3;40;"3-4 trips";"Nei";0;0;0;0;"Feb'21";"10 - 15 min";12688647;1
"918";"Shopping/grocery/service";20;"Public transportation";"delreise 1.1";12695955;"2021-02-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";20;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";2;40;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"15 - 30 min";12695955;0
"919";"Shopping/grocery/service";20;"Public transportation";"delreise 1.1";12695957;"2021-02-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";20;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";2;40;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"15 - 30 min";12695957;0
"920";"School/university";4;"Public transportation";"delreise 1.1";12707092;"2021-02-28";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";1;4;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"< 5 min";12707092;0
"921";"School/university";20;"Public transportation";"delreise 1.1";12709435;"2021-02-28";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";3;4;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;40;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"15 - 30 min";12709435;0
"922";"Shopping/grocery/service";300;"Car, passenger";"delreise 1.1";12709466;"2021-02-28";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";3;660;"3-4 trips";"Ja";0;0;0;0;"Feb'21";"> 2 hours";12709466;0
"923";"School/university";6;"Public transportation";"delreise 1.1";12731938;"2021-02-28";NA;"Student";NA;NA;NA;"Student, higher education";"Male";22;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;12;"1-2 trips";"Nei";0;0;0;0;"Feb'21";"5 - 10 min";12731938;0
"924";"School/university";25;"By foot";"delreise 1.1";12744574;"2021-03-01";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";3;4;7;"Several adults";NA;NA;"Mon";"Weekday";4;125;"3-4 trips";"Ja";1;0;0;0;"Mar'21";"15 - 30 min";12744574;0
"925";"Freetime activities";30;"By foot";"delreise 1.1";12819998;"2021-03-02";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";3;5;8;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;60;"1-2 trips";"Nei";0;0;0;0;"Mar'21";"15 - 30 min";12819998;0
"926";"School/university";40;"By foot";"delreise 1.1";12824397;"2021-03-02";NA;"Student";NA;NA;NA;"Student, higher education";"Female";26;"25 - 34";3;5;8;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;230;"3-4 trips";"Nei";0;0;0;0;"Mar'21";"30 - 60 min";12824397;0
"927";"School/university";20;"Public transportation";"delreise 1.1";12826521;"2021-03-02";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;40;"1-2 trips";"Nei";0;0;0;0;"Mar'21";"15 - 30 min";12826521;0
"928";"Freetime activities";7;"By foot";"delreise 1.1";12870731;"2021-03-03";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";2;14;"1-2 trips";"Ja";0;0;0;0;"Mar'21";"5 - 10 min";12870731;0
